evaluation_run,checkpoint,dataset,protocol,aggregation,split_begin,split_end,number_of_recordings,number_of_measurements,mae_bpm,mae_standard_error_bpm,recording_macro_rmse_bpm,accuracy_within_5_bpm_percent,completion_status
checkpoint_diagnosis,PURE_BEST_EPOCH22,COHFACE,Official,recording,0.0,1.0,160,160,21.824932493249328,1.5510429799145287,21.824932493249328,30.625000000000004,PASSED
checkpoint_diagnosis,PURE_BEST_EPOCH22,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,40.573249881911394,0.9618953006417732,49.17515414449741,19.6554234409124,PASSED
checkpoint_diagnosis,PURE_BEST_EPOCH22,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,29.629983084542413,1.0677171558089904,35.78201648288367,24.938271604938272,PASSED
evaluation_protocols,Our PURE intra (epoch 29),BH-rPPG,Official,recording,0.0,1.0,105,105,6.372637263726372,1.4790283177513361,6.372637263726372,87.61904761904762,PASSED
evaluation_protocols,Our PURE intra (epoch 29),BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,12.969817260237429,1.4457566457123319,19.480528715706782,72.85365395453691,PASSED
evaluation_protocols,Our PURE intra (epoch 29),BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,9.460117885044642,1.2233786572237055,12.745393927573948,76.67304015296367,PASSED
evaluation_protocols,Our PURE intra (epoch 29),COHFACE,Official,recording,0.0,1.0,160,160,21.64941494149415,1.5482713187061887,21.64941494149415,28.749999999999996,PASSED
evaluation_protocols,Our PURE intra (epoch 29),COHFACE,Old,window_to_recording,0.0,1.0,160,8242,44.10033994524516,1.1451930839981108,52.67022573147706,18.7939820431934,PASSED
evaluation_protocols,Our PURE intra (epoch 29),COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,29.67015838623047,1.1479809981628475,35.873275979941056,25.925925925925924,PASSED
evaluation_protocols,Our PURE intra (epoch 29),PURE,Official,recording,0.6,1.0,24,24,0.4050405040504034,0.05736970649856848,0.4050405040504034,100.0,PASSED
evaluation_protocols,Our PURE intra (epoch 29),PURE,Old,window_to_recording,0.6,1.0,24,1464,1.2202707837764726,0.2530406333151458,2.4059587436576018,98.15573770491804,PASSED
evaluation_protocols,Our PURE intra (epoch 29),PURE,PRISM,window_to_recording,0.6,1.0,24,153,0.9098052978515625,0.12506359276842635,1.3133573671090526,97.38562091503267,PASSED
evaluation_protocols,Our PURE intra (epoch 29),TokyoTech,Official,recording,0.0,1.0,9,9,0.9600960096009585,0.4472583213320896,0.9600960096009585,100.0,PASSED
evaluation_protocols,Our PURE intra (epoch 29),TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,5.897435897435897,2.499265553096152,12.01868439462398,85.60157790927022,PASSED
evaluation_protocols,Our PURE intra (epoch 29),TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,3.5544002757352944,1.349992620229686,6.559368349936714,88.88888888888889,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-PHYS,Official,recording,0.0,1.0,60,60,11.332133213321331,2.024882129538959,11.332133213321331,58.333333333333336,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,22.64072978303748,2.049599964117228,30.2297806156027,42.1301775147929,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-PHYS,PRISM,window_to_recording,0.0,1.0,60,1020,17.98364975873162,1.7083245321177722,23.843689265990335,45.09803921568628,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-rPPG,Official,recording,0.0,1.0,42,42,1.208692297801208,0.25640204897481716,1.208692297801208,95.23809523809523,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-rPPG,Old,window_to_recording,0.0,1.0,42,2280,1.6358744267925398,0.18363777376816148,3.300335572629643,95.52631578947368,PASSED
evaluation_protocols,Our PURE intra (epoch 29),UBFC-rPPG,PRISM,window_to_recording,0.0,1.0,42,239,1.26068115234375,0.20460913213590942,1.8919879736528535,94.97907949790795,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),BH-rPPG,Official,recording,0.0,1.0,105,105,2.8237109425228244,0.5474372819486684,2.8237109425228244,91.42857142857143,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,8.717262905162064,1.1110154316009964,13.941154888449574,80.25549502160436,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,6.155587332589286,0.8128404863016675,8.60586638030698,81.83556405353728,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),COHFACE,Official,recording,0.0,1.0,160,160,4.448694869486948,0.5499312117916858,4.448694869486948,77.5,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),COHFACE,Old,window_to_recording,0.0,1.0,160,8242,11.068525745416832,0.6312864688833386,16.035517437708044,58.77214268381461,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,8.88845934186663,0.6620929617231894,11.98056307716536,61.85185185185185,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),PURE,Official,recording,0.0,1.0,59,59,0.6956627866176434,0.14242430036607825,0.6956627866176434,98.30508474576271,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),PURE,Old,window_to_recording,0.0,1.0,59,3576,3.982084233850341,0.9955631093345662,7.61366123350754,92.08612975391499,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),PURE,PRISM,window_to_recording,0.0,1.0,59,374,2.922128303287682,0.7879742622182306,4.501599085936357,92.51336898395722,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),TokyoTech,Official,recording,0.0,1.0,9,9,2.400240024002402,0.9972957985652888,2.400240024002402,77.77777777777779,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,8.712031558185403,2.807264262632429,15.614202690466065,77.51479289940828,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,4.7370461856617645,2.505650017875896,6.709140469586198,83.66013071895425,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-PHYS,Official,recording,0.0,1.0,60,60,7.866786678667866,1.6751043450643979,7.866786678667866,68.33333333333333,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,19.06587771203156,1.6881691168025463,25.500037105054748,44.023668639053255,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-PHYS,PRISM,window_to_recording,0.0,1.0,60,1020,16.812313304227942,1.6001688099598366,21.887917888600978,43.627450980392155,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-rPPG,Official,recording,0.72,1.0,12,12,0.6300630063006286,0.20948454911144535,0.6300630063006286,100.0,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-rPPG,Old,window_to_recording,0.72,1.0,12,668,1.0699971473398944,0.13510284599037306,2.2319961846250203,97.75449101796407,PASSED
evaluation_protocols,Our UBFC intra (epoch 29),UBFC-rPPG,PRISM,window_to_recording,0.72,1.0,12,70,1.036834716796875,0.4350777206005458,1.7749514338737367,98.57142857142858,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,BH-rPPG,Official,recording,0.0,1.0,105,105,2.65912305516266,0.4751815713601449,2.65912305516266,91.42857142857143,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,6.69281579298386,0.7474213390924258,10.308823630800903,79.89855344730415,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,5.647705078125,0.6811072472282259,7.837754343709622,80.11472275334609,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,COHFACE,Official,recording,0.0,1.0,160,160,5.427542754275427,0.6395494219389035,5.427542754275427,73.125,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,12.88550639708858,0.5763945467380704,17.777231360932156,47.35501091967969,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,9.968873160226005,0.601123390668464,12.944111133625006,52.59259259259259,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,PURE,Official,recording,0.8,1.0,12,12,0.3150315031503137,0.0768598167263693,0.3150315031503137,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,PURE,Old,window_to_recording,0.8,1.0,12,735,0.6725062272980576,0.07867429342381138,1.3526302268777757,99.31972789115646,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,PURE,PRISM,window_to_recording,0.8,1.0,12,77,0.65460205078125,0.14859582697400928,0.9650090702620364,98.7012987012987,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,TokyoTech,Official,recording,0.0,1.0,9,9,0.7800780078007818,0.2561505845557683,0.7800780078007818,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,2.4109138724523342,1.0713257661713633,4.062860265090119,91.0585141354372,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,2.163516773897059,1.1049877037309954,3.181932866361877,90.19607843137256,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-PHYS,Official,recording,0.0,1.0,60,60,7.407740774077409,1.3850330299728084,7.407740774077409,66.66666666666666,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,17.556015779092704,1.7154417197921958,23.57777984424463,47.071005917159766,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-PHYS,PRISM,window_to_recording,0.0,1.0,60,1020,15.125265682444853,1.5675278964627704,20.066847692965688,46.86274509803921,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-rPPG,Official,recording,0.0,1.0,42,42,1.1444001543011433,0.24545954385081342,1.1444001543011433,95.23809523809523,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-rPPG,Old,window_to_recording,0.0,1.0,42,2280,1.4664105265555087,0.18524050368134426,3.0388651603988652,97.06140350877193,PASSED
evaluation_protocols_augmentation_stage1,PURE_A1,UBFC-rPPG,PRISM,window_to_recording,0.0,1.0,42,239,1.0425676618303572,0.19007971479385288,1.3747669507249147,96.65271966527197,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,BH-rPPG,Official,recording,0.0,1.0,105,105,1.8413269898418405,0.24458829620942626,1.8413269898418405,95.23809523809523,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,5.12123782846472,0.5812820571418668,7.734370955588172,82.22806687957919,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,4.510044642857143,0.5532316498470055,6.076788506582317,82.60038240917783,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,COHFACE,Official,recording,0.0,1.0,160,160,5.373537353735373,0.6353314195489415,5.373537353735373,70.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,11.755996608336494,0.579389959370981,15.905595379003557,49.660276631885466,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,9.55807604108538,0.5916046544331245,12.234305396401572,53.827160493827165,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,PURE,Official,recording,0.8,1.0,12,12,0.27002700270026914,0.0779500813487341,0.27002700270026914,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,PURE,Old,window_to_recording,0.8,1.0,12,735,0.7690939700955411,0.2042344271042539,1.6132149389273363,99.18367346938776,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,PURE,PRISM,window_to_recording,0.8,1.0,12,77,0.6470271519252232,0.14475882365016476,0.901881612549767,98.7012987012987,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,TokyoTech,Official,recording,0.0,1.0,9,9,0.6600660066006614,0.23666685800978482,0.6600660066006614,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,1.8205128205128203,0.5989209963927932,3.5849051149034974,93.68836291913215,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,1.804486443014706,0.81750427589449,2.7832670507706885,92.81045751633987,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-PHYS,Official,recording,0.0,1.0,60,60,8.064806480648064,1.4098332901818291,8.064806480648064,63.33333333333333,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,17.090927021696253,1.5722575062402484,22.5320847886322,45.45364891518738,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-PHYS,PRISM,window_to_recording,0.0,1.0,60,1020,14.925357594209562,1.473812446968167,19.792012675679604,46.76470588235294,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-rPPG,Official,recording,0.0,1.0,42,42,1.0286742960010278,0.24787737253331188,1.0286742960010278,95.23809523809523,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-rPPG,Old,window_to_recording,0.0,1.0,42,2280,1.3897720491705454,0.2296690317999319,2.5965883381162356,97.23684210526315,PASSED
evaluation_protocols_augmentation_stage1,PURE_A2,UBFC-rPPG,PRISM,window_to_recording,0.0,1.0,42,239,1.1107090541294642,0.25495423731107664,1.5068971053902702,97.48953974895397,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,BH-rPPG,Official,recording,0.0,1.0,105,105,3.266040889803266,0.7164397432391607,3.266040889803266,89.52380952380953,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,BH-rPPG,Old,window_to_recording,0.0,1.0,105,5323,7.7252554355075365,0.9231263968208209,11.821094019002311,77.66297200826602,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,BH-rPPG,PRISM,window_to_recording,0.0,1.0,105,523,6.413295200892857,0.9129488885729407,8.31814389447417,78.0114722753346,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,COHFACE,Official,recording,0.0,1.0,160,160,4.718721872187219,0.6184422992164735,4.718721872187219,77.5,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,COHFACE,Old,window_to_recording,0.0,1.0,160,8242,15.48719589849794,0.7498444269882464,23.429120666913583,51.35889347245814,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,COHFACE,PRISM,window_to_recording,0.0,1.0,160,810,11.494226728166854,0.7428200713267755,15.81010956309467,57.03703703703704,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,PURE,Official,recording,0.8,1.0,12,12,0.27002700270026914,0.0779500813487341,0.27002700270026914,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,PURE,Old,window_to_recording,0.8,1.0,12,735,0.6533677765021049,0.07545838703173587,1.2856682221618365,99.45578231292517,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,PURE,PRISM,window_to_recording,0.8,1.0,12,77,0.6817408970424107,0.17510573055106574,1.0008760743320388,98.7012987012987,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,TokyoTech,Official,recording,0.0,1.0,9,9,0.7200720072007224,0.2814530908984949,0.7200720072007224,100.0,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,TokyoTech,Old,window_to_recording,0.0,1.0,9,1521,1.9375410913872448,0.5807137789512933,3.187384516371636,93.88560157790927,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,TokyoTech,PRISM,window_to_recording,0.0,1.0,9,153,1.6472311580882353,0.4674739744163056,2.630314667277441,92.81045751633987,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,UBFC-PHYS,Official,recording,0.0,1.0,60,60,7.848784878487849,1.4565596081049117,7.848784878487849,66.66666666666666,PASSED
evaluation_protocols_augmentation_stage1,PURE_A3,UBFC-PHYS,Old,window_to_recording,0.0,1.0,60,10140,18.351380670611437,1.7195541499796811,24.543256996085947,44.891518737672584,PASSED
